P_el_Halle;P_el_Schule;P_el_KiGa;W_Halle;W_Schule;W_KiGa;G_Halle;G_Schule;Gas_KiGa
0,9;3,5;0,63;18,2;5;0;20,2;4,9;0,0
0,5;3,4;0,63;24,1;12;0;24,9;15,1;0,0
0,5;3,4;0,74;22,1;13;5;24,4;19,7;5,3
0,4;3,4;0,53;23,9;14;3;24,6;20,7;3,2
0,4;3,6;0,66;26,7;15;0;27,8;22,5;0,0
1,1;3,7;0,58;20;18;21;26,8;25,7;22,3
1,4;4,1;0,51;25,2;14;11;26,1;20,6;11,7
12,6;5,6;0,51;25,5;16;8;26,3;23,2;8,5
9,3;10,3;2,31;20,4;22;16;24,3;29,1;17,0
12,5;21,6;2,36;22,2;37;14;23,6;44,7;14,9
13,9;20,4;6,18;26,4;38;12;27,4;46,4;12,8
13,6;20,2;5,3;25,1;33;13;31,3;40,2;13,8
13,8;16,6;3,58;24,3;29;11;31,7;36,1;11,7
11,6;20,2;4,15;24;34;10;31,2;41,4;10,6
6,3;17,5;6,27;24;32;11;31,5;39,7;11,7
6,3;13,7;4,01;24;30;12;31,3;38,2;12,8
11,7;14,6;0,99;24,1;26;11;31,5;33,4;11,7
0,3;10;1,04;24,1;21;10;31,5;28,1;10,6
3,8;8,6;1,99;24;21;4;31,3;28,2;4,3
6,2;10,9;3,14;23,1;24;0;30,4;31,5;0,0
0,6;10,9;4,63;23;27;0;30,2;34,7;0,0
0,6;9,9;4,27;23;21;2;30,3;27,8;2,1
0,5;9,4;1,64;23,3;20;7;30,4;27,6;7,4
1,4;7;0,62;18,6;19;0;22,3;25,9;0,0
0,9;3,6;0,79;15,4;15;0;20,2;22,7;0,0
0,4;3,4;0,74;23,5;13;9;24,3;18,1;9,6
0,3;3,8;0,63;24,5;16;3;25,2;23,3;3,2
0,3;3,4;0,68;24,5;18;0;25,2;25,7;0,0
0,3;3,5;1,05;26,5;13;8;27,6;20,0;8,5
5,6;3,9;1,55;24;14;21;31,4;20,9;22,3
10,9;3,8;1,77;24;14;10;31,4;21,4;10,6
14,1;4,9;1,39;23,1;17;9;30,3;24,5;9,6
12,7;12;3,44;24,3;28;21;31,6;36,2;22,3
9,3;29,3;1,27;23,1;44;19;30,3;51,5;20,2
5,1;26,6;4,68;24,1;41;15;31,5;48,4;16,0
0,4;28,2;5,67;23,1;43;15;30,3;51,3;16,0
8;22,4;3,1;23,1;38;13;30,4;45,8;13,8
14,4;22,9;3,4;23,1;41;13;30,4;49,6;13,8
9,1;19,7;2,25;23,1;32;17;30,3;39,6;18,1
5,5;16,2;2,35;23,3;28;14;30,5;35,8;14,9
13,9;19,1;0,77;15,7;33;16;21,1;40,2;17,0
13,4;13,3;0,92;21,7;27;11;27,1;34,6;11,7
13,7;9,7;1,48;18,3;23;6;24,9;30,9;6,4
13,9;11,8;0,74;23,4;17;0;30,2;18,0;0,0
13,5;13,4;2,02;14,1;16;7;19,6;16,7;7,4
11,7;12,5;0,56;22,4;15;7;29,1;15,3;7,4
4,2;11,4;1,59;22,4;14;0;28,3;14,1;0,0
1,3;9,4;1,59;27,1;11;0;28,3;11,6;0,0
1;3,4;1,99;15,1;5;0;19,8;4,8;0,0
0,6;3,5;0,71;23,4;17;0;24,2;21,9;0,0
0,5;3,6;1,62;24,5;13;8;25,2;19,9;8,5
0,5;3,6;1,6;24,6;15;7;25,3;21,7;7,4
0,5;3,9;0,54;25,7;16;0;26,7;23,0;0,0
6,1;3,9;0,71;23,1;19;24;30,3;26,3;25,5
14;3,9;0,71;23,9;13;11;31,2;20,3;11,7
13,1;5,2;0,71;22;14;11;29,2;20,9;11,7
4,7;11,7;2,38;24,1;23;24;31,4;30,2;25,5
0,8;26,8;1,7;23;41;23;30,3;48,8;24,5
0,6;24,9;3,98;22,9;39;14;30,1;47,2;14,9
12,5;25,3;4,93;22,9;41;18;30,2;49,4;19,1
10,6;22,8;2,02;24;41;14;31,3;49,5;14,9
12,6;27,8;1,71;22;42;15;29,2;49,6;16,0
8,2;20,9;1,96;22,9;34;15;30,2;41,5;16,0
0,2;16,3;2,1;23,3;29;15;30,5;36,8;16,0
0,2;20,6;0,34;23,1;36;15;30,4;43,5;16,0
7,3;14,4;0,13;23,4;31;14;30,5;39,2;14,9
6,4;13;0,13;22,1;24;6;29,3;31,5;6,4
12,3;8,6;0,42;23,3;20;0;30,4;27,5;0,0
13,9;8,3;1,77;23;21;9;30,4;27,7;9,6
14,2;8,1;0,81;23,1;22;8;30,4;29,3;8,5
14,2;7,2;0,8;23,1;24;7;30,3;31,2;7,4
8;5,9;0,31;24,3;16;8;31,6;23,4;8,5
1,1;3,9;0,31;11,9;14;7;18,0;21,0;7,4
0,6;3,7;0,31;23,2;14;7;24,0;21,2;7,4
0,5;3,6;0,31;24,5;16;8;25,2;23,0;8,5
0,5;3,8;0,31;24,6;13;7;25,3;20,3;7,4
0,5;3,8;0,31;25,7;13;8;26,7;20,2;8,5
3,6;3,8;0,31;23,1;19;24;30,2;26,0;25,5
14,4;3,8;0,31;24;13;13;31,4;20,3;13,8
12,2;5,6;0,31;23;16;14;30,3;23,3;14,9
11,1;10,8;1,65;23;23;25;30,2;30,1;26,6
12;26,6;1,27;23;43;25;30,3;51,1;26,6
9,5;26,7;2,15;24;46;21;31,3;54,4;22,3
12,4;30,6;6,59;23,1;45;20;30,4;53,3;21,3
10,6;25,6;5,25;23;40;13;30,2;47,5;13,8
0,5;29,4;5,38;23,1;45;15;30,4;52,9;16,0
0,4;23,9;5,65;23,3;40;17;30,5;47,8;18,1
0,3;15,7;3,58;23,3;33;13;30,4;41,1;13,8
0,3;15,6;0,82;23,1;27;12;30,4;34,8;12,8
0,4;10,2;0,91;23,1;20;14;30,4;27,7;14,9
0,3;8,2;2,1;23,4;20;7;30,5;26,9;7,4
0,5;9,9;0,6;23,3;22;1;30,5;29,0;1,1
0,4;10,7;0,96;23,3;24;11;30,5;31,7;11,7
4,1;10,5;0,52;23,1;20;10;30,4;26,6;10,6
4,3;10,2;0,31;23,3;22;8;30,5;29,5;8,5
1,9;8,4;0,31;24,3;20;8;31,6;26,8;8,5
1;3,8;0,31;22,1;19;7;29,3;25,8;7,4
0,5;3,7;0,31;23,3;14;7;30,5;20,7;7,4
0,4;3,7;0,31;21,4;14;10;28,5;21,5;10,6
0,4;3,8;0,31;20,1;16;9;23,3;23,0;9,6
0,4;3,6;0,31;22,1;19;8;23,5;26,1;8,5
0,5;3,8;0,31;21,3;13;9;23,7;20,3;9,6
0,5;3,7;0,31;22,6;14;8;25,0;20,5;8,5
0,6;4,5;0,31;22,7;15;9;24,8;22,3;9,6
0,6;5,9;0,31;24,4;19;10;31,3;26,0;10,6
0,4;4,6;0,31;23,3;20;9;30,5;27,3;9,6
0,4;4,2;0,31;23,1;14;9;30,4;20,8;9,6
0,4;4;0,31;23,3;14;8;30,4;20,8;8,5
0,3;4;0,31;13,4;14;6;19,4;21,3;6,4
0,3;3,6;0,76;22,5;6;2;23,2;8,0;2,1
0,3;3,2;1,78;24,5;5;9;25,2;4,7;9,6
0,3;3,3;0,88;26,5;4;1;27,6;4,6;1,1
0,2;3,3;0,65;22,9;4;7;29,7;4,6;7,4
0,3;3,6;1,08;23,3;5;8;30,5;5,1;8,5
0,3;4,5;1,52;21,4;14;8;28,5;16,6;8,5
0,3;5,8;1,14;21,5;17;8;23,6;24,6;8,5
0,4;5,6;1,66;25,6;18;7;27,2;25,3;7,4
0,5;5,4;1,21;23,6;21;8;30,9;28,2;8,5
0,5;5,6;1,67;22,3;16;7;29,4;23,1;7,4
0,5;5,5;1,44;13,6;16;8;19,6;23,5;8,5
0,3;3,8;1,52;21;15;8;22,5;22,5;8,5
0,3;3,5;1,45;22,2;18;7;23,9;25,5;7,4
0,3;3,6;1,43;22,2;13;9;24,2;19,8;9,6
0,3;3,8;1,48;21,5;13;8;24,0;20,3;8,5
0,3;3,7;1,5;21,6;17;7;24,5;24,1;7,4
0,5;3,7;0,95;15,3;18;8;20,6;25,8;8,5
0,5;3,7;2,07;15,8;13;8;19,3;20,0;8,5
0,5;4,5;1,45;20,5;15;8;24,9;21,7;8,5
0,5;5,5;1,27;27;17;8;32,2;23,7;8,5
0,3;4;1,65;23,3;22;8;30,5;29,4;8,5
0,3;3,6;1,25;24,1;13;7;31,5;20,2;7,4
0,3;3,6;0,51;24,1;6;0;31,6;12,6;0,0
9,7;3,7;0,73;24,3;19;7;31,6;25,9;7,4
13,4;3,8;2,18;22,3;13;4;29,4;20,2;4,3
13,6;3,8;0,71;23,3;14;0;30,5;20,5;0,0
13,6;3,6;1,92;23,5;14;9;30,8;21,0;9,6
13,5;3,7;0,93;23,5;15;2;30,6;22,7;2,1
14,9;3,9;0,72;23,5;19;6;30,8;26,2;6,4
13,9;4,9;1,53;23,5;15;7;30,8;21,7;7,4
14,9;5,9;1,36;23,4;16;5;30,6;23,4;5,3
14;5,4;0,7;16,9;16;6;21,8;23,5;6,4
11,5;5,3;3,47;25;18;10;27,5;25,0;10,6
0,8;5,4;0,82;22,1;21;3;28,0;28,4;3,2
0,6;5,4;2,09;23,3;15;10;30,5;22,3;10,6
0,4;3,9;2,27;22,5;14;7;29,7;20,6;7,4
0,4;3,7;0,56;18,1;14;5;23,7;21,2;5,3
0,4;4,1;2,1;19,7;16;10;22,0;23,3;10,6
0,4;4,1;2;24,4;19;2;26,4;26,5;2,1
0,6;3,9;2,14;16,9;13;24;21,4;20,2;25,5
2,9;3,9;3,35;24,7;14;19;32,1;20,6;20,2
12;3,9;3,33;23,3;14;14;30,5;21,2;14,9
11,2;4,9;3,35;24,1;17;14;31,5;24,4;14,9
16,4;11,1;1,78;23,1;27;23;30,4;34,9;24,5
12,4;28,3;0,8;24,3;42;22;31,6;50,0;23,4
13,5;25,2;3,07;23;39;14;30,4;46,8;14,9
13,3;24,3;7,44;24,3;39;14;31,5;46,4;14,9
8,5;20,3;3,64;23,1;35;13;30,3;43,0;13,8
9,3;26,7;3,74;23,4;46;12,96;30,6;54,2;13,8
9,7;21,6;3,37;24,1;34;9,04;31,5;41,9;9,6
10,3;18;2,92;22,3;32;11;29,3;39,2;11,7
10,2;20;1,14;23,1;35;11;30,4;42,8;11,7
10,5;13,9;0,27;22,6;31;13;29,5;38,2;13,8
13,1;11,3;1,75;23,1;22;9;30,4;29,2;9,6
15,5;10,9;3,1;23,3;22;0;30,5;29,2;0,0
14,8;9,8;1,84;22,9;21;0;30,3;28,6;0,0
13,6;10,4;1,96;23,4;24;4;30,5;31,0;4,3
14,5;9,4;0,83;22,1;25;6;29,3;32,8;6,4
6,7;7,2;1,49;16,6;18;7;22,0;24,9;7,4
0,8;3,8;1,25;24,2;14;6;30,4;20,6;6,4
0,3;3,7;0,97;16,1;14;7;19,8;21,3;7,4
0,5;3,7;1,02;21,6;16;7;23,4;22,8;7,4
0,3;3,8;1,07;23,8;18;7;25,9;25,9;7,4
0,4;3,8;1,58;21,2;13;7;23,7;20,3;7,4
8,7;4;2,05;23,6;14;21;31,0;20,6;22,3
14,6;3,9;3,5;22,4;14;16;29,4;21,4;17,0
12,9;5;3,4;24,3;17;16;31,6;24,5;17,0
5;10,9;2,37;24,1;27;23;31,4;34,9;24,5
11,5;26;2,05;23,1;40;22;30,4;47,4;23,4
14;21,9;7,5;24,1;35;17;31,5;42,8;18,1
13,6;21,2;7,67;24,1;35;17;31,4;42,7;18,1
13,1;18,8;3,11;23,1;34;20;30,4;41,2;21,3
13;23,7;2,75;23,3;42;16;30,5;50,4;17,0
8,9;21,2;3,15;24,1;34;20;31,4;41,5;21,3
7,6;18,8;3,33;23,1;31;14;30,4;38,8;14,9
13,4;21,2;0,62;23,1;35;17;30,4;42,7;18,1
0,7;17,5;1,48;23,3;32;15;30,5;39,6;16,0
2,8;14,6;1,89;23,3;31;7;30,4;39,1;7,4
6;12,7;2,41;23,3;24;0;30,5;31,0;0,0
11,7;9,1;2,51;23,3;20;8;30,5;27,0;8,5
13,1;9,6;0,27;23,3;21;7;30,4;28,3;7,4
1,4;8,6;0,44;23,3;22;3;30,5;29,7;3,2
1,5;6,9;0,78;18,8;23;7;22,5;30,5;7,4
0,9;3,7;0,27;15,4;13;8;20,2;20,1;8,5
0,5;3,6;0,33;22,4;13;5;23,1;20,3;5,3
0,5;3,4;0,3;21,5;14;4;25,5;20,8;4,3
0,4;3,6;0,27;21,1;16;9;28,2;22,7;9,6
0,5;3,7;0,27;21,8;19;7;24,6;26,0;7,4
0,6;3,7;0,27;23,6;13;22;31,0;20,0;23,4
8,6;3,7;0,27;23;14;22;30,3;20,5;23,4
14,6;4,5;0,27;24;15;17;31,4;22,4;18,1
12;11,2;0,52;23,9;24;25;31,3;32,0;26,6
9,6;28,5;2,07;23,9;48;18;31,3;56,6;19,1
5,4;25,4;4,15;23,9;39;15;31,3;46,7;16,0
9,3;25,7;4;23;40;16;30,4;47,5;17,0
8,6;22;2,56;23,9;36;14;31,3;43,7;14,9
13,7;28,5;1,32;23;45;17;30,3;53,3;18,1
11,8;23,7;2,84;24;42;17;31,4;50,6;18,1
8,8;19,4;0,95;23;32;17;30,3;39,3;18,1
5,4;22,1;0,36;23,1;35;17;30,4;43,0;18,1
6,5;14;1,44;24;26;15;31,4;33,7;16,0
8,3;10,5;1,95;23;24;6;30,3;31,1;6,4
13;9,4;1,6;23;25;0;30,3;32,9;0,0
12,5;10,2;1,42;22,8;21;4;30,1;28,1;4,3
10,4;9,5;0,34;23,9;20;9;31,3;27,7;9,6
5,4;9;0,43;22;22;3;29,1;29,1;3,2
1,5;7;0,63;23,3;20;3;30,5;27,8;3,2
1;4;0,99;23,3;19;9;30,5;26,6;9,6
0,5;3,8;0,99;22,6;13;3;28,3;20,4;3,2
0,5;3,9;0,49;21,5;14;3;23,4;20,9;3,2
0,4;3,9;0,99;23;15;9;24,4;21,7;9,6
0,5;3,8;0,44;23,8;16;2;26,4;22,9;2,1
1,1;4,1;0,85;22,7;19;22;30,0;26,6;23,4
11;4;0,19;23;14;19;30,2;20,6;20,2
10,6;4,9;0,19;23,9;15;14;31,3;22,1;14,9
9,1;10,1;1,54;23;22;22;30,3;29,2;23,4
0,9;29;1,69;24;46;23;31,4;53,9;24,5
0,7;25;2,36;24;44;13;31,3;52,2;13,8
12;20,6;5,63;23;33;14;30,3;40,9;14,9
10,9;18,8;5,49;24;31;13;31,4;39,0;13,8
0,7;24,7;7,24;22,9;39;13;30,2;47,0;13,8
0,5;18,6;5,11;24,1;33;13;31,5;41,2;13,8
0,4;16,8;5,39;22,9;34;13;30,2;42,1;13,8
0,6;19,9;1,79;23;33;11;30,4;40,1;11,7
7,6;11;0,19;23,9;22;14;31,3;29,4;14,9
10,5;8,9;2,3;23;21;7;30,3;28,6;7,4
13,5;9,5;2,3;23,1;23;0;30,4;30,1;0,0
14,2;9,6;2,51;23;20;4;30,3;27,2;4,3
14,3;9,5;0,98;23,1;25;8;30,3;32,9;8,5
14,3;8,4;0,11;23,1;20;7;30,4;26,9;7,4
5,2;7,2;0,68;23,3;18;0;30,5;25,5;0,0
1;4;0,92;23,1;15;9;30,3;21,7;9,6
0,4;4;0,15;21,3;13;7;28,3;20,4;7,4
0,3;4;0,15;19,4;16;2;22,7;23,2;2,1
0,3;3,9;0,15;20;19;9;23,4;26,4;9,6
0,5;4;0,15;19,6;14;8;23,4;20,5;8,5
5,6;4,1;0,15;24,3;14;21;31,6;21,1;22,3
14;4;0,15;24,4;14;19;31,7;20,4;20,2
14,5;5,1;0,15;37;16;12;44,7;23,3;12,8
8,5;10,9;1,52;37,9;24;22;45,6;31,8;23,4
11,3;13,8;1,25;38;31;21;45,9;38,5;22,3
7,1;9,3;2,21;38,3;20;15;46,0;27,1;16,0
10,4;8,8;4,95;38;21;10;45,8;27,8;10,6
7,2;9,5;3,97;38,5;21;14;46,3;28,4;14,9
0,6;10,6;2,87;37,7;24;12;45,6;31,3;12,8
0,4;11,6;4,24;37;28;13;44,6;35,7;13,8
1;14,1;2,81;36,9;25;11;44,6;32,8;11,7
10,6;11,9;0,31;37,9;23;11;45,7;30,6;11,7
8,4;10,6;1,62;35,9;22;12;43,5;29,6;12,8
11,3;12,7;2,71;37,7;23;6;45,4;29,8;6,4
1,1;10,7;1,43;35,8;25;0;43,4;32,2;0,0
0,7;10,4;1,08;37,8;27;0;45,5;34,3;0,0
5;10,4;0,64;36,8;21;0;44,5;28,3;0,0
4,5;9,3;1,07;36,9;20;5;44,6;27,5;5,3
2,2;8,3;0,63;36,7;21;4;44,4;27,8;4,3
1;4,3;0,69;36,7;17;0;44,3;23,8;0,0
0,4;4,2;0,63;35,7;19;1;43,3;26,8;1,1
0,4;4,1;0,71;12,8;14;9;18,0;20,7;9,6
0,3;4,2;0,59;17,9;14;0;21,2;21,3;0,0
0,4;4,3;0,72;19,3;15;0;22,9;22,0;0,0
0,5;4,2;1,01;17,7;22;7;21,6;29,8;7,4
0,5;4,2;0,31;20,8;14;7;24,2;20,9;7,4
0,5;5;0,45;19,7;15;1;24,4;22,3;1,1
0,4;6,1;0,62;37,9;17;8;45,6;24,7;8,5
0,3;5,2;0,19;37,9;18;5;45,8;25,0;5,3
0,3;4,7;0,8;37,9;20;0;45,7;27,4;0,0
0,3;4,5;0,62;37,8;14;0;45,6;21,3;0,0
0,3;4,7;0,66;37,8;15;1;45,5;21,7;1,1
0,3;4,6;0,72;37,8;15;1;45,7;22,3;1,1
0,3;4,2;0,69;11,7;16;1;15,5;23,6;1,1
0,3;3,8;0,68;24,6;19;0;25,3;26,0;0,0
0,3;3,8;0,7;24,6;13;1;25,3;20,0;1,1
11,2;3,7;0,36;24,6;13;8;25,3;20,2;8,5
13,1;4,9;0,27;27,3;16;5;29,8;22,9;5,3
14,4;5,7;0,87;13;18;0;20,0;25,5;0,0
0,8;6;0,64;37,6;22;9;45,2;29,1;9,6
0,6;5,9;0,11;13,1;17;3;20,1;23,7;3,2
0,6;5,9;1,18;12;17;6;18,8;24,1;6,4
0,5;5,8;0,11;12,2;18;8;19,1;25,7;8,5
0,3;4,3;0,11;36,6;19;4;44,1;26,7;4,3
0,4;4,3;0,64;12,1;14;0;19,0;20,7;0,0
0,4;4,2;0,57;12,2;14;8;19,1;20,9;8,5
0,4;4,1;0,3;11,7;15;4;18,3;21,6;4,3
0,4;4,2;0,42;36,6;16;0;44,2;23,2;0,0
0,5;4,3;0,48;12;19;6;17,7;26,5;6,4
0,5;4,2;0,27;15,5;14;4;20,3;21,4;4,3
0,5;4,9;0,27;20,8;16;5;25,5;22,8;5,3
0,4;6,2;0,35;37;19;7;44,8;26,2;7,4
0,3;5,6;0,87;14,1;21;0;21,1;28,6;0,0
0,3;4,2;0,61;36,8;14;0;44,5;20,6;0,0
0,3;4,2;0,48;38,7;14;5;46,5;21,0;5,3
0,3;4,2;0,62;38,1;15;2;46,0;21,9;2,1
0,3;4,2;0,95;12,1;16;0;18,9;23,4;0,0
0,3;4,1;0,5;37,8;19;0;45,6;26,5;0,0
0,3;4,1;0,83;37,7;14;0;45,4;20,6;0,0
0,3;4,3;0,67;38,3;14;0;46,1;21,2;0,0
0,3;4,4;0,53;13,2;15;0;20,0;22,0;0,0
0,3;6;0,64;37,7;19;0;45,4;26,0;0,0
0,3;5,9;0,63;37,8;22;8;45,6;29,0;8,5
0,3;6;0,24;36,8;17;0;44,4;23,8;0,0
0,4;5,9;0,23;37,7;17;0;45,4;24,4;0,0
0,5;5,9;0,87;36,7;18;1;44,4;25,6;1,1
0,5;5,8;0,58;11;21;7;17,8;28,9;7,4
0,3;4,4;0,51;12;15;0;18,8;21,8;0,0
0,3;4,2;0,6;15,4;15;1;19,0;21,9;1,1
0,3;4,3;0,49;20,5;14;8;23,0;20,5;8,5
0,3;4,4;0,51;20,2;22;2;22,7;29,6;2,1
0,4;4,4;0,64;22,1;14;21;24,8;21,1;22,3
1,1;4,2;0,27;16,8;14;18;22,9;20,6;19,1
1,5;4,3;0,27;37,9;14;13;45,8;21,2;13,8
11,6;5,4;0,27;38;16;12;45,8;23,6;12,8
9,7;11,4;1,76;37;25;17;44,7;32,1;18,1
11,3;29,1;1,85;37,9;49;18;45,7;57,1;19,1
10,8;26,9;5,74;38;41;12;45,8;48,5;12,8
1,6;27,3;6,55;38;42;11;45,8;49,5;11,7
1,2;22,7;4,41;37,9;37;11;45,7;44,6;11,7
0,4;28,3;2,84;36,9;42;13;44,6;50,1;13,8
3,1;23,6;2,57;37,8;39;15;45,7;47,0;16,0
2,3;19,2;1,99;37,8;37;13;45,6;45,0;13,8
0,3;18,8;1,58;37,8;31;12;45,6;38,6;12,8
0,6;12,9;1,48;37,8;24;14;45,6;31,6;14,9
7,3;9,7;2,09;36,3;21;6;43,9;28,4;6,4
14,9;9;2;12,3;23;0;19,3;30,3;0,0
14,9;9,3;1,86;12;25;0;18,9;32,7;0,0
13,6;9;0,53;36,7;20;7;44,4;27,6;7,4
13;9,4;0,22;36,6;20;4;44,2;27,4;4,3
2;7,4;0,26;37;19;0;44,7;26,5;0,0
0,8;3,9;0,41;12,5;16;10;19,4;22,9;10,6
0,4;3,6;0,39;7,1;18;2;13,6;25,7;2,1
0,4;3,7;0,6;23,4;4;8;24,9;9,8;8,5
0,4;3,8;0,27;22,6;16;5;24,6;22,9;5,3
0,4;3,7;0,64;23,4;18;3;26,1;25,7;3,2
1,5;3,9;0,34;14,6;13;24;21,1;20,1;25,5
6,6;3,9;0,27;12,3;14;15;19,2;20,5;16,0
12,8;4,8;0,27;37,8;16;11;45,5;22,7;11,7
4,3;10,2;1,98;38,1;23;20;46,0;30,5;21,3
11;28,8;1,16;36,8;48;19;44,5;56,6;20,2
14;25,9;4,19;37,7;39;13;45,4;47,1;13,8
13,7;29,6;4,24;37,7;44;13;45,4;52,1;13,8
13,5;23,6;2,9;37,7;37;13;45,4;45,3;13,8
13,4;23,8;2,18;35,7;39;13;43,3;47,4;13,8
13,5;20,1;4,02;12,1;38;10;19,0;45,8;10,6
12;17,6;4,55;12,1;29;13;19,0;37,0;13,8
9,1;20;0,39;13,1;33;13;20,0;40,2;13,8
2;12;1,78;12,1;24;14;19,1;31,1;14,9
0,5;9,7;3,73;12,1;23;7;18,9;30,0;7,4
0,5;9,8;3,83;13,3;25;0;20,2;33,1;0,0
0,4;9;2,95;36,9;20;8;44,7;27,4;8,5
0,5;9,5;0,27;12;20;8;18,9;27,3;8,5
0,6;8,6;0,27;12,1;21;5;19,0;28,0;5,3
1,6;7;0,94;12,2;20;5;19,1;27,3;5,3
1;3,8;0,27;12,3;19;10;19,3;26,0;10,6
0,4;3,6;0,27;11,7;13;7;18,3;19,8;7,4
0,4;3,7;0,27;10,1;13;8;16,6;20,3;8,5
0,4;3,9;0,27;18,9;14;8;22,5;21,2;8,5
0,5;3,9;0,27;18,1;16;8;23,0;22,6;8,5
1,2;4;0,25;15,7;19;23;22,2;26,0;24,5
2,8;4,1;0,27;36,7;13;21;44,4;20,3;22,3
14,7;4,9;0,27;37,7;15;16;45,4;21,9;17,0
8;12,3;0,97;37,7;24;24;45,6;31,5;25,5
9,6;26,1;1,62;37,8;42;26;45,6;50,3;27,7
5,7;21,9;7,14;38;40;19;45,8;47,9;20,2
1,4;23,9;6,95;13,2;37;14;20,2;44,6;14,9
1,4;21,7;3,08;37,7;35;12;45,4;42,3;12,8
0,9;21,1;4,31;37,7;35;13;45,4;42,3;13,8
1,1;19,5;3,95;37;34;12;44,7;41,9;12,8
0,9;13,5;1,26;12,6;30;13;19,4;37,7;13,8
0,9;13,7;0,27;12,1;25;13;19,0;31,9;13,8
8,5;12,9;0,97;12,1;24;19;18,9;31,5;20,2
9,7;13,2;1,05;12;25;7;18,9;32,6;7,4
10;10,5;1,56;13;23;0;19,9;30,7;0,0
6,8;9,4;0,68;36,7;25;9;44,4;32,6;9,6
0,5;10;0,27;12,1;20;7;19,0;27,4;7,4
0,6;9,1;0,27;12;20;8;18,8;26,8;8,5
1,2;7;0,27;12,2;18;7;19,1;25,6;7,4
1;4,1;0,27;36,6;16;2;44,1;23,2;2,1
0,5;4;0,27;11,1;19;9;17,9;26,1;9,6
0,5;4;0,27;13,9;13;8;19,0;20,2;8,5
0,4;3,9;0,27;14,9;15;7;19,1;21,8;7,4
0,5;4,2;0,82;21,3;16;2;25,4;23,2;2,1
1,4;4,1;0,84;14;19;24;20,6;26,5;25,5
2,5;4,1;0,27;37,8;14;17;45,6;20,7;18,1
6,5;5,2;0,27;37,8;15;13;45,6;22,4;13,8
7,9;10,9;1,04;38;23;15;45,8;29,9;16,0
0,7;30,8;1,97;36,9;48;14;44,6;56,2;14,9
1,1;27,9;5,82;36,7;47;14;44,4;55,8;14,9
1,6;19,8;7,93;36,7;33;19;44,4;40,5;20,2
1,5;20,9;9,07;12;34;13;18,9;42,2;13,8
1;20,5;5,84;36,6;36;16;44,2;43,5;17,0
0,7;18,6;6,75;36,7;36;12;44,4;44,1;12,8
0,3;19,2;5,23;36,7;31;14;44,3;38,9;14,9
0,3;18,8;4,76;12;31;14;18,9;38,9;14,9
0,4;11,9;4,67;36,6;24;14;44,2;31,2;14,9
4,8;9,9;5,42;12;23;6;18,8;30,3;6,4
12,7;9,8;2,32;37,7;26;0;45,4;33,3;0,0
12,9;9;1,54;36,7;20;6;44,4;27,3;6,4
13,5;8,7;0,99;36,6;20;8;44,2;27,3;8,5
13,8;6,8;1,16;12;18;0;18,9;25,6;0,0
3,6;6,4;0,8;12;19;8;18,8;26,7;8,5
1;4,3;0,66;12;16;8;18,9;22,8;8,5
0,5;3,9;0,66;36,6;17;7;44,2;24,0;7,4
0,5;3,8;0,63;10,1;13;0;16,7;19,9;0,0
0,5;4,1;0,61;15,3;14;10;18,5;21,0;10,6
0,4;3,9;1,04;27;14;8;29,4;21,3;8,5
1,1;4;0,67;36,9;16;21;44,6;23,3;22,3
4,5;4;0,8;36,8;19;14;44,5;26,3;14,9
15,2;5,1;0,62;37,7;15;15;45,4;22,2;16,0
12,7;11;3,2;37,9;22;23;45,8;29,3;24,5
7,8;25,9;5,32;38;41;26;45,8;48,5;27,7
9,4;23,3;7,09;37,9;39;25;45,7;46,9;26,6
7,6;27,3;11,35;37,9;47;18;45,7;55,0;19,1
4,8;21,9;7,66;37,8;35;18;45,6;42,3;19,1
1,6;20,9;7,24;36,8;34;17;44,5;41,6;18,1
1,1;15,6;7,4;37,8;28;20;45,6;35,8;21,3
0,4;11,5;8,16;35,7;25;18;43,2;32,2;19,1
0,4;11;5,67;12;27;16;18,9;34,9;17,0
0,5;8,8;4,02;12,1;20;16;18,9;27,2;17,0
0,6;8,9;3,09;36,6;21;6;44,2;27,7;6,4
0,6;10,4;2,05;36,7;20;0;44,4;27,6;0,0
0,4;9,8;1,42;12;22;12;18,8;28,5;12,8
4,5;9,8;0,6;12;26;9;18,9;33,4;9,6
4,1;8,8;0,67;36,7;20;8;44,3;27,5;8,5
1,3;7,5;0,61;12;12;9;18,9;18,2;9,6
1;3,9;0,65;36,7;13;9;44,4;20,5;9,6
0,5;3,8;1,01;12,1;13;9;18,9;20,0;9,6
0,4;3,8;0,64;30,6;13;11;37,6;20,1;11,7
0,4;3,8;0,69;24,7;19;10;26,3;26,0;10,6
0,4;3,7;0,6;23,5;13;10;25,6;20,1;10,6
0,5;4;0,64;15,6;14;11;20,0;21,0;11,7
0,5;3,8;0,63;19,8;13;9;23,0;20,1;9,6
0,6;4,7;0,71;20,2;14;11;24,8;21,4;11,7
0,5;6,2;0,67;38,1;18;11;45,9;24,9;11,7
0,4;5,8;0,63;39,6;16;10;47,5;22,9;10,6
0,4;5,8;0,66;37,7;19;10;45,4;26,0;10,6
0,4;5,9;0,67;38,1;16;9;45,9;23,3;9,6
0,3;6,5;0,59;39,4;22;9;47,2;29,9;9,6
