P_el_Halle;P_el_Schule;W_Halle;W_Schule
0,3;3,2;0,0;4
0,4;3,1;0,0;4
0,3;3,2;0,0;4
0,4;3,2;0,0;4
0,5;3,2;0,0;4
0,5;3,1;0,0;4
0,4;3,2;0,0;4
0,4;3,2;0,0;4
0,4;3,1;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,3;3,1;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,2;2,9;0,0;4
0,2;3,1;0,0;4
0,2;3,0;0,0;4
0,2;2,9;0,0;4
0,2;3,2;0,0;4
0,3;3,0;0,0;4
0,4;4,4;0,0;6
0,3;3,3;0,0;4
0,3;3,2;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,6;4
0,4;3,1;29,3;4
0,5;3,1;6,0;4
0,4;3,2;1,0;4
0,2;3,1;9,2;4
2,2;3,2;7,4;4
0,5;3,1;0,0;4
0,3;3,1;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;2,8;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,6;4
0,4;2,9;30,1;4
2,8;3,0;32,7;4
13,1;2,9;37,0;4
11,3;3,0;33,2;4
12,7;3,1;5,0;4
13,5;3,1;0,0;4
7,0;4,7;0,0;6
0,6;3,3;10,0;4
0,4;3,1;5,0;4
0,4;3,1;0,6;4
0,5;3,1;10,1;4
0,4;3,2;9,7;4
0,5;3,1;3,0;4
0,5;3,1;1,0;4
0,4;3,2;2,0;4
2,3;3,2;1,0;4
0,4;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,3;2,7;0,0;4
0,3;3,0;0,0;4
0,3;2,8;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,0;4
1,4;4,7;0,0;6
0,6;3,3;0,0;4
0,3;3,2;0,0;4
0,3;3,2;0,0;4
0,3;3,2;0,8;4
0,4;3,2;29,5;4
0,5;3,3;6,0;4
0,5;3,2;0,0;4
0,4;3,2;0,0;4
1,9;3,3;0,0;4
0,3;3,2;0,0;4
0,3;3,3;0,0;5
0,3;3,3;0,0;4
0,3;3,3;0,0;5
0,3;3,5;0,0;5
0,3;3,4;0,0;5
0,3;3,4;0,0;5
0,3;3,8;0,2;5
0,5;4,1;30,9;6
0,4;3,9;38,0;5
0,3;3,2;20,9;4
0,4;3,1;26,6;4
0,4;3,1;1,0;4
0,4;3,2;0,0;4
1,5;4,8;1,7;7
0,6;3,3;19,4;4
0,4;3,1;2,0;4
0,4;3,3;0,0;4
0,4;3,2;3,5;4
0,5;3,1;7,3;4
0,6;3,3;7,0;4
0,5;3,3;0,0;4
0,5;3,2;0,0;4
2,0;3,2;7,2;4
0,5;3,3;12,2;4
0,4;3,2;5,5;4
0,3;3,0;8,8;4
0,4;3,0;2,0;4
0,3;3,1;11,0;4
0,4;3,2;2,5;4
0,3;3,2;7,3;4
0,4;3,3;7,4;4
0,4;3,3;12,9;4
5,0;3,1;11,4;4
13,3;3,1;5,3;4
13,0;3,3;1,9;4
13,2;3,1;4,1;4
13,1;3,2;13,2;4
6,4;4,5;6,2;6
0,6;3,4;3,5;5
0,4;3,2;7,0;4
0,4;3,2;2,0;4
0,4;3,2;0,5;4
0,5;3,2;29,8;4
0,5;3,1;7,0;4
0,5;3,2;0,0;4
0,5;3,3;1,7;4
2,4;3,2;0,0;4
0,4;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,3;1,0;4
0,3;3,3;0,0;4
0,3;3,4;0,0;5
0,3;3,1;0,0;4
0,3;3,7;0,0;5
0,3;4,1;0,0;6
0,3;3,5;0,0;5
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,3;3,3;4
0,3;3,2;3,0;4
1,4;4,1;0,0;6
0,5;3,4;0,0;5
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,4;3,2;0,0;4
0,5;3,2;0,0;4
0,4;3,4;0,0;5
0,3;3,4;0,0;5
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,7;0,0;5
0,3;3,8;0,0;5
0,3;3,6;0,0;5
0,3;4,2;0,0;6
0,3;4,3;0,0;6
0,3;3,6;0,0;5
0,3;3,4;0,0;5
0,3;3,2;0,0;4
0,3;3,4;0,0;5
0,3;3,4;0,0;5
0,3;3,3;0,0;4
0,3;3,3;0,0;5
0,4;4,4;0,0;6
0,3;3,4;0,0;5
0,3;3,3;0,0;5
0,3;3,4;0,0;5
0,3;3,3;0,0;5
0,3;3,4;0,0;5
0,4;3,3;0,0;5
0,4;3,3;0,0;5
0,3;3,3;0,0;5
0,3;3,4;0,0;5
0,3;3,3;0,0;4
0,3;3,4;0,0;5
0,2;3,3;0,0;4
0,3;3,3;0,0;4
0,2;3,3;0,0;5
0,2;3,5;0,0;5
0,3;3,4;0,0;5
0,2;3,6;0,0;5
0,2;2,9;0,0;4
0,3;3,2;0,0;4
0,2;3,1;0,0;4
0,2;3,2;0,0;4
0,3;3,8;0,0;5
0,2;4,2;0,0;6
0,4;4,9;0,0;7
0,4;3,3;0,0;5
0,3;3,1;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,3;4
0,4;3,0;29,8;4
9,0;3,1;6,0;4
14,7;3,1;1,0;4
7,4;3,4;13,2;5
4,7;6,1;7,5;7
1,0;14,5;0,0;17
0,8;15,3;0,0;18
1,5;15,3;0,0;18
0,7;14,4;0,0;17
0,6;16,6;0,0;20
0,5;13,6;0,0;16
0,3;10,7;0,0;13
0,3;10,7;0,2;13
1,2;8,1;30,5;10
3,5;6,6;34,4;8
3,5;5,7;36,1;8
10,2;6,1;36,6;7
14,0;6,2;6,0;7
14,5;4,8;1,0;7
8,6;6,0;0,0;7
0,6;3,8;0,0;5
0,4;3,6;3,9;5
0,5;3,5;11,5;5
0,4;3,6;2,0;5
0,4;3,5;26,9;5
7,3;3,5;7,8;5
9,3;3,5;0,0;5
2,9;4,0;0,0;5
3,6;8,6;4,0;10
1,4;18,5;8,4;22
1,2;19,0;1,0;23
1,8;16,4;0,0;20
0,9;16,8;0,0;20
0,7;16,2;0,0;19
0,6;14,4;0,0;17
1,0;13,6;0,0;16
0,5;14,9;0,0;18
1,0;10,4;0,0;12
0,5;7,4;0,0;9
0,5;7,2;0,0;9
0,9;5,9;0,0;7
0,4;5,9;0,0;7
0,4;5,8;0,0;8
1,4;6,5;0,0;8
0,6;3,6;0,0;5
0,4;3,4;0,0;5
0,4;3,4;0,0;5
0,4;3,3;0,0;4
0,4;3,2;0,0;4
7,0;3,3;0,0;4
14,2;3,3;0,0;5
4,0;3,5;0,0;5
2,5;8,1;0,0;10
7,2;20,3;0,0;24
8,7;19,1;0,0;23
0,4;18,0;0,0;22
0,7;16,4;0,0;20
0,9;17,3;0,0;21
0,6;14,0;0,0;17
0,8;9,9;0,0;12
0,7;10,0;0,0;12
2,6;9,4;0,0;11
0,6;6,7;0,0;8
0,5;5,6;0,0;8
0,6;5,5;0,0;7
0,5;6,1;0,0;7
0,5;5,9;0,0;7
1,7;6,4;0,0;8
0,5;3,6;0,0;5
0,3;3,4;0,0;5
0,3;3,3;0,0;4
0,3;3,3;0,0;4
0,4;3,9;27,7;5
6,6;3,9;18,7;5
9,8;3,3;1,3;4
1,2;3,4;0,0;5
2,5;7,1;0,0;8
0,6;15,6;0,0;19
0,5;16,2;0,0;19
0,6;15,9;0,0;19
0,6;15,4;0,0;18
0,6;17,5;0,0;21
0,6;14,4;0,0;17
0,7;13,1;0,0;16
0,6;13,4;0,0;16
1,3;8,2;0,0;10
1,4;6,7;0,0;8
13,7;4,8;0,0;7
12,9;5,6;0,0;8
13,4;6,1;0,0;7
9,1;5,7;0,0;8
1,4;6,7;0,0;8
0,7;3,6;0,0;5
0,3;3,5;0,0;5
0,3;3,4;0,0;5
0,3;3,3;3,0;5
0,5;3,3;5,9;4
6,4;3,2;6,3;4
13,6;3,4;1,0;5
10,9;3,5;12,2;5
4,1;7,1;8,6;8
1,2;14,5;0,0;17
2,0;14,8;0,0;18
1,7;15,3;27,3;18
2,0;14,4;36,8;17
1,7;19,3;13,6;23
2,2;15,7;5,0;19
0,4;9,9;0,0;12
0,3;12,5;0,0;15
0,4;12,4;4,2;15
0,4;10,6;7,8;13
0,3;9,3;1,0;11
0,4;5,7;7,9;8
3,7;3,8;7,2;5
2,4;3,5;4,3;5
1,5;4,9;1,0;7
0,7;3,5;0,0;5
0,4;3,2;4,1;4
0,4;3,4;2,6;5
0,4;3,2;5,3;4
0,4;3,3;10,2;5
0,5;3,2;1,0;4
0,6;3,3;4,3;4
0,3;3,2;2,0;4
0,4;3,7;8,8;5
0,4;4,0;4,3;5
0,4;3,7;8,7;5
0,4;5,4;6,4;7
0,3;6,4;5,7;8
0,4;8,5;6,6;10
0,3;9,6;6,0;11
0,4;9,4;8,5;11
0,4;9,3;4,0;11
0,4;8,6;7,2;10
0,4;5,7;3,7;8
0,3;3,4;7,1;5
0,4;3,2;7,4;4
0,3;3,3;3,5;5
0,3;3,2;8,5;4
0,5;4,5;3,6;6
0,5;3,4;4,2;5
0,4;3,3;9,9;5
0,4;3,2;3,5;4
0,4;3,2;6,9;4
0,3;3,3;3,5;5
0,5;3,2;7,1;4
0,6;3,3;3,6;5
0,3;3,3;6,5;4
0,5;3,7;4,8;5
0,4;3,5;5,0;5
0,3;3,3;8,7;4
0,3;3,1;4,9;4
0,4;3,2;6,4;4
0,3;3,3;9,7;4
0,4;3,3;7,0;4
0,4;3,2;3,8;4
0,3;3,3;6,8;5
0,4;3,2;4,7;4
0,3;3,2;5,1;4
0,4;3,3;8,9;5
0,4;3,6;2,6;5
0,4;3,3;6,3;5
0,3;3,3;5,0;4
0,5;4,9;7,6;7
0,4;3,5;6,1;5
0,4;3,4;1,7;5
0,4;3,2;7,1;4
0,3;3,3;6,3;5
0,4;3,3;5,7;5
7,5;3,5;6,9;5
10,7;3,5;1,6;5
11,9;3,6;0,0;5
4,1;8,0;4,3;10
1,3;18,7;7,2;22
0,7;19,4;2,8;23
1,6;19,5;8,4;23
1,6;17,5;5,4;21
1,5;19,7;8,1;24
1,5;15,7;5,2;19
2,2;13,3;5,6;16
1,7;15,6;4,7;19
1,1;9,9;4,2;12
7,9;6,4;5,7;8
14,7;4,9;5,1;7
15,1;5,8;6,3;8
14,5;5,7;4,0;8
13,7;4,1;0,0;6
1,3;5,1;2,9;7
0,8;3,4;4,0;5
0,4;3,3;6,8;4
0,4;3,3;6,1;4
0,5;3,3;5,8;4
0,4;3,2;10,8;4
6,2;3,3;7,3;4
14,4;3,3;1,6;5
5,4;3,4;0,0;5
2,5;7,3;7,1;9
1,7;15,3;8,9;18
1,3;17,4;3,0;21
1,1;14,7;8,0;18
0,9;14,7;7,3;18
0,6;16,6;4,5;20
0,5;13,3;7,6;16
0,7;10,8;6,3;13
0,8;10,8;7,3;13
0,6;7,4;10,3;9
0,7;6,5;10,4;8
0,9;6,5;0,5;8
0,4;5,9;2,6;7
0,4;5,2;7,8;7
0,3;4,7;7,5;6
1,3;6,0;1,6;7
0,8;3,3;0,1;4
0,5;3,3;7,1;4
0,4;3,2;6,2;4
0,3;3,2;3,2;4
0,4;3,1;16,1;4
7,3;3,2;17,0;4
12,9;3,2;0,0;4
9,3;3,5;0,0;5
3,1;6,6;4,7;8
9,4;17,7;2,5;21
8,4;19,6;8,3;23
1,0;19,2;18,2;23
0,7;17,5;1,0;21
0,9;18,3;0,0;22
0,9;17,2;9,5;21
1,0;14,1;6,6;17
1,5;14,3;4,5;17
0,8;10,3;8,0;12
3,5;8,0;0,0;10
7,3;6,2;5,8;7
2,4;5,5;9,2;7
0,4;5,6;2,0;8
0,4;6,3;4,2;8
1,4;6,8;3,0;8
0,8;3,5;6,9;5
0,4;3,2;6,2;4
0,4;3,3;2,0;4
0,4;3,4;1,6;5
0,4;3,3;18,2;5
1,1;3,4;14,1;5
14,2;3,4;0,0;5
8,9;3,5;6,1;5
3,2;7,5;7,7;9
0,6;16,0;4,5;19
0,4;16,1;1,0;19
1,6;15,8;9,0;19
1,7;14,2;9,8;17
2,0;15,7;6,4;19
1,6;12,8;2,0;15
1,1;14,4;7,8;17
0,6;16,0;5,5;19
0,4;10,3;10,4;12
0,4;8,1;6,7;10
9,6;6,2;5,7;7
12,6;5,3;0,0;7
13,0;5,5;9,2;7
13,1;5,6;22,5;8
3,5;6,7;3,0;8
0,8;4,2;0,0;6
0,4;3,9;3,7;5
0,4;3,9;10,3;5
0,3;3,8;3,0;5
0,4;3,9;2,4;5
1,2;3,8;11,8;5
14,3;3,7;0,0;5
6,9;4,3;5,9;6
3,4;5,8;9,8;8
1,2;12,6;11,5;15
0,6;16,0;0,0;19
0,4;15,3;6,6;18
0,3;13,6;9,3;16
0,4;12,9;4,0;15
0,3;10,9;5,9;13
0,3;13,9;7,3;17
0,4;16,6;4,8;20
0,3;14,9;2,7;18
0,4;13,1;9,4;16
0,4;12,3;10,2;15
0,4;11,3;0,0;13
3,6;8,5;0,0;10
2,4;5,7;18,2;8
1,3;5,8;2,3;8
0,9;4,5;4,0;6
0,4;4,2;0,0;6
0,4;4,1;5,9;6
0,4;4,3;3,8;6
0,4;4,1;13,4;6
0,5;4,2;0,0;6
0,5;4,1;5,9;6
0,3;4,1;7,5;6
0,4;4,5;12,0;6
0,4;4,3;0,0;6
0,4;4,0;7,2;5
0,4;6,5;4,8;8
0,3;9,1;2,0;11
0,4;10,1;5,1;12
0,3;10,5;5,4;13
0,4;9,6;3,0;11
0,3;10,4;6,1;12
0,4;9,9;10,9;12
0,3;10,7;7,7;13
0,3;10,0;5,1;12
0,3;5,6;2,9;8
0,4;5,1;9,5;7
0,3;5,0;11,4;7
0,5;5,6;46,6;8
0,4;4,4;27,4;6
0,4;4,4;27,6;6
0,3;4,1;27,4;6
0,3;4,2;8,5;6
0,4;4,3;4,5;6
0,6;4,2;6,0;6
0,5;4,2;2,7;6
0,4;4,2;3,0;6
0,4;4,6;3,2;6
1,5;4,3;7,1;6
13,9;3,9;0,6;5
13,7;3,7;4,9;5
14,3;3,8;7,5;5
13,6;3,7;1,8;5
13,3;3,7;3,5;5
13,0;3,7;3,6;5
13,3;3,5;6,7;5
12,6;4,5;9,3;6
5,0;9,1;2,6;11
0,4;10,7;0,1;13
0,3;9,7;0,0;12
0,3;9,0;7,3;11
0,3;9,9;5,8;12
0,5;7,8;4,9;9
0,4;3,7;0,2;5
0,4;3,6;4,8;5
0,4;3,5;6,3;5
0,4;3,4;4,1;5
0,4;3,5;12,5;5
7,5;3,4;5,0;5
7,4;3,6;0,2;5
13,3;3,9;5,0;5
5,5;6,7;5,3;8
0,5;14,5;5,8;17
0,6;15,6;0,3;19
0,5;19,1;5,3;23
0,5;17,1;6,8;20
1,1;20,0;2,2;24
1,5;15,8;4,7;19
0,6;11,7;1,3;14
0,3;12,6;4,7;15
0,4;8,7;13,5;10
8,1;10,4;3,1;12
13,5;9,9;0,9;12
13,5;10,0;7,8;12
13,5;9,8;1,0;12
13,8;9,1;16,0;11
5,1;7,0;2,4;8
0,8;4,2;5,1;6
0,4;3,1;4,4;4
0,4;3,3;2,7;4
0,4;3,1;2,6;4
0,4;3,2;17,7;4
1,1;3,1;4,1;4
1,5;3,2;0,2;4
9,7;3,3;1,1;5
2,6;7,9;0,1;9
1,7;16,9;0,0;20
2,1;17,3;0,0;21
2,1;11,6;0,0;14
3,5;12,5;0,0;15
4,8;13,6;0,0;16
3,4;11,9;0,0;14
1,1;10,0;0,0;12
1,8;9,5;3,0;11
2,1;8,2;13,4;10
2,3;6,1;13,7;7
2,0;6,0;9,6;7
0,4;4,9;0,7;7
0,4;4,9;0,0;7
0,4;4,4;0,0;6
1,4;5,5;8,9;8
0,7;3,2;7,5;4
0,5;2,9;2,5;4
0,4;2,8;0,2;4
0,4;3,0;3,6;4
0,3;2,8;11,4;4
7,9;2,8;2,4;4
13,4;3,0;0,1;4
13,1;3,2;4,3;4
9,8;6,7;0,8;8
8,1;14,2;0,0;17
6,7;14,6;0,0;17
1,7;14,9;0,1;18
1,5;13,4;0,0;16
1,5;13,8;0,0;17
2,5;12,9;0,0;15
2,9;11,8;0,0;14
0,9;12,2;2,8;15
0,6;10,1;13,3;12
1,4;10,4;13,7;12
1,8;12,5;10,0;15
1,3;12,7;1,0;15
0,4;12,6;0,0;15
0,4;12,5;0,0;15
1,9;10,4;6,9;12
0,8;5,9;6,7;7
0,4;5,2;3,3;7
0,4;3,0;0,5;4
0,4;3,0;5,5;4
0,5;2,9;13,2;4
7,2;2,9;1,4;4
14,3;3,0;0,0;4
11,0;3,2;0,0;4
3,6;6,6;5,3;8
0,7;17,7;7,7;21
0,5;21,7;3,8;26
2,1;22,4;0,2;27
13,8;20,8;5,8;25
6,7;23,0;6,7;28
1,3;19,1;6,9;23
1,3;13,8;0,2;17
1,2;12,4;5,1;15
0,4;13,0;0,7;16
0,6;9,9;0,0;12
8,3;8,5;0,0;10
12,6;9,5;0,0;11
12,3;10,6;0,0;13
12,6;11,7;0,0;14
7,3;10,9;0,0;13
0,8;7,7;0,0;9
0,4;6,9;0,0;8
0,3;4,6;0,1;6
0,3;3,0;3,1;4
0,4;3,6;12,1;5
7,7;3,1;11,3;4
14,2;3,1;0,1;4
10,8;3,2;0,0;4
10,9;7,3;3,4;9
10,8;17,4;0,1;21
13,8;18,2;0,0;22
13,8;21,0;0,0;25
8,5;17,4;4,0;21
0,6;17,6;0,2;21
0,3;15,1;0,0;18
0,7;11,6;0,0;14
2,4;11,4;3,1;14
0,3;9,6;8,9;11
0,5;6,7;9,0;8
0,4;4,8;24,2;7
0,8;4,8;1,9;6
5,1;6,0;0,6;7
4,1;4,5;13,7;6
1,4;5,1;1,6;7
0,8;3,2;0,1;4
0,4;3,0;0,0;4
0,4;3,0;0,0;4
0,3;3,2;0,0;4
0,3;2,9;0,0;4
0,4;2,9;0,0;4
0,5;3,2;0,0;4
0,3;2,9;0,0;4
0,3;3,5;0,0;5
0,4;3,7;0,0;5
0,3;3,5;0,0;5
0,3;3,0;0,0;4
0,3;3,8;0,0;5
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,4;4,4;0,0;6
0,3;3,4;0,0;5
0,3;3,5;0,0;5
0,3;3,3;0,0;5
0,3;3,3;0,0;5
0,3;3,3;0,0;5
0,4;3,4;0,0;5
0,5;3,3;0,0;5
0,4;3,4;0,0;5
0,3;3,6;0,0;5
0,4;3,5;0,0;5
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,3;3,3;0,0;4
0,7;3,5;0,0;5
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,4;0,0;5
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,3;0,0;4
0,3;3,3;0,0;4
0,3;3,0;0,0;4
0,5;4,5;0,0;6
0,3;3,2;0,0;4
0,3;3,2;0,0;4
0,3;3,0;0,0;4
0,3;3,0;3,1;4
0,4;3,0;12,3;4
8,0;3,0;0,2;4
7,6;3,0;0,0;4
9,4;3,2;0,0;4
6,3;6,7;8,0;8
0,9;12,7;0,2;15
0,6;14,5;0,0;17
0,3;13,1;0,0;16
0,3;13,0;0,0;16
0,3;12,3;0,0;15
0,3;10,9;0,0;13
0,3;7,7;0,0;9
0,3;7,1;3,0;8
0,4;6,8;9,2;8
0,6;5,4;13,8;7
11,0;5,2;12,2;7
13,8;5,5;9,3;7
13,7;4,9;15,6;7
13,1;3,8;0,5;5
6,5;5,2;0,0;7
0,8;3,0;0,0;4
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,3;2,9;2,8;4
0,4;3,0;12,3;4
7,4;3,0;0,3;4
8,9;2,9;0,0;4
7,7;3,1;2,4;4
4,0;6,2;1,8;7
1,2;14,2;0,1;17
0,6;16,3;0,0;19
0,4;14,9;0,0;18
0,5;14,6;0,0;17
0,4;12,9;0,0;15
0,3;11,7;0,0;14
0,3;10,3;0,0;12
0,3;8,9;3,0;11
0,5;8,9;10,1;11
0,7;5,6;20,1;8
0,8;5,1;24,5;7
10,1;5,1;3,0;7
8,6;4,4;0,0;6
0,5;4,9;0,0;7
1,5;5,7;1,7;8
0,8;3,1;12,1;4
0,4;3,0;0,3;4
0,4;2,9;5,8;4
0,4;2,9;11,8;4
0,5;2,9;13,2;4
8,1;2,9;12,8;4
8,6;2,9;0,2;4
10,3;3,1;1,6;4
3,5;6,6;1,1;8
1,0;13,3;0,0;16
1,1;14,1;0,0;17
0,7;13,5;0,0;16
0,7;14,0;0,0;17
0,6;10,7;0,0;13
0,3;9,4;0,0;11
0,3;8,8;0,0;10
0,3;9,4;0,0;11
0,3;8,3;0,0;10
1,4;7,5;0,0;9
1,4;7,8;0,0;9
1,1;8,7;0,0;10
1,3;8,0;0,0;10
0,9;9,5;0,0;11
1,4;9,4;0,0;11
0,8;3,1;0,0;4
0,4;2,8;0,0;4
0,3;3,0;0,1;4
0,3;2,8;2,7;4
0,4;3,0;16,2;4
7,3;2,8;7,2;4
7,5;2,8;1,0;4
9,1;3,2;11,6;4
4,0;6,3;9,4;8
0,9;16,0;0,2;19
1,1;14,2;0,0;17
2,3;15,2;0,0;18
2,1;13,3;1,0;16
1,1;13,1;0,0;16
1,1;10,1;0,0;12
1,0;10,5;0,0;13
0,4;13,1;2,8;16
0,5;8,4;13,1;10
2,7;5,6;20,9;8
13,8;4,7;22,1;6
13,8;4,6;21,5;6
13,3;6,0;4,0;7
13,7;5,5;0,1;7
5,7;5,9;0,0;7
0,8;3,6;13,1;5
0,5;3,2;13,0;4
0,5;3,1;1,2;4
0,6;3,0;9,6;4
0,5;3,1;9,8;4
0,9;3,1;3,1;4
1,6;3,1;8,3;4
1,5;3,3;3,5;4
3,4;7,2;8,2;9
0,9;17,7;4,6;21
0,7;17,9;5,7;21
1,2;16,4;6,8;20
1,5;13,7;8,4;16
1,4;16,4;7,6;20
0,8;14,4;5,1;17
8,9;10,1;8,1;12
11,9;8,4;4,5;10
0,5;7,2;4,6;9
0,5;3,9;9,4;5
0,4;4,0;4,4;5
0,5;3,5;6,9;5
3,5;4,0;7,0;5
0,9;4,3;3,0;6
1,5;5,1;12,6;7
0,9;3,1;0,5;4
0,5;3,1;3,5;4
0,5;3,0;8,1;4
0,5;3,0;3,0;4
0,5;3,1;7,3;4
0,6;3,1;2,9;4
0,7;3,0;8,2;4
0,5;3,1;12,1;4
0,5;3,5;4,7;5
0,5;3,7;10,6;5
0,4;3,7;3,5;5
0,5;4,6;14,3;6
0,4;4,5;8,2;6
0,5;4,2;4,1;6
0,5;3,1;6,5;4
0,5;3,5;3,6;5
0,5;3,4;5,7;5
0,4;3,3;3,6;4
0,5;3,2;5,7;4
0,5;3,3;10,3;4
0,5;3,3;0,3;4
0,5;3,2;2,7;4
0,5;3,3;11,3;4
0,7;4,9;0,3;7
0,5;3,4;5,9;5
0,6;3,3;6,4;4
0,5;3,4;4,7;5
0,5;3,3;0,1;4
0,6;3,2;1,6;4
0,6;3,4;20,3;5
0,7;3,2;0,1;4
0,6;3,7;3,5;5
0,5;3,7;8,1;5
0,5;3,5;2,8;5
0,4;3,1;3,1;4
0,5;3,0;8,0;4
0,5;3,0;0,6;4
0,5;3,1;3,4;4
0,5;3,0;7,9;4
0,5;3,1;2,4;4
0,5;2,9;3,8;4
0,4;3,0;4,0;4
0,5;3,0;7,5;4
0,5;3,1;7,8;4
0,4;3,0;2,9;4
0,4;3,1;5,0;4
0,5;3,4;0,0;5
0,7;4,7;3,4;6
0,6;3,3;8,9;4
0,5;3,3;2,6;4
0,5;3,0;8,0;4
0,6;3,2;8,0;4
0,5;3,1;9,4;4
7,3;2,9;9,9;4
11,9;3,2;0,5;4
14,8;3,3;0,0;5
4,6;7,0;14,2;8
0,9;15,0;11,7;18
1,0;14,3;1,2;17
1,8;14,4;1,0;17
1,7;14,2;0,0;17
13,7;15,9;0,0;19
13,3;13,8;0,0;17
6,7;10,1;0,0;12
0,7;10,3;0,0;12
0,7;9,7;0,0;12
5,3;9,8;0,0;12
9,9;8,4;0,0;10
12,2;8,7;1,0;10
13,9;8,7;0,0;10
14,4;4,3;11,4;6
6,9;5,4;1,0;7
1,0;3,6;11,4;5
0,6;3,4;0,0;5
0,6;3,3;0,0;4
0,6;3,3;0,0;5
0,6;3,3;12,4;4
8,4;3,3;0,0;5
7,9;3,2;0,0;4
8,1;3,5;0,0;5
2,7;6,2;1,0;7
1,1;14,9;0,0;18
0,6;14,6;0,0;17
1,8;16,3;11,4;19
1,8;13,9;1,0;17
1,7;15,0;0,0;18
1,6;13,6;0,0;16
0,6;11,0;0,0;13
0,5;11,4;0,0;14
0,8;7,8;1,0;9
0,6;6,2;0,0;7
0,6;6,3;0,0;7
0,6;5,9;0,0;7
0,5;6,1;0,0;7
0,5;5,4;0,0;7
1,6;6,1;1,0;7
1,0;3,4;0,0;5
0,6;3,2;0,0;4
0,6;3,2;0,1;4
0,6;3,2;0,0;4
0,6;3,2;0,0;4
6,9;3,0;0,0;4
11,0;3,2;0,0;4
3,8;3,4;1,0;5
4,2;6,7;0,0;8
7,6;17,0;0,0;20
7,8;18,0;0,0;21
1,1;18,8;0,0;23
1,4;16,2;0,0;19
1,5;20,8;0,0;25
1,4;17,0;0,0;20
0,7;10,6;0,0;13
0,7;9,9;1,0;12
0,7;7,7;0,0;9
0,7;7,1;0,0;8
0,7;6,5;0,0;8
0,7;6,3;0,0;8
0,7;6,4;0,0;8
0,7;5,6;0,0;8
1,7;6,4;0,0;8
1,1;3,8;0,0;5
0,7;3,6;0,0;5
0,7;3,6;0,0;5
0,7;3,6;0,0;5
0,7;3,6;1,0;5
8,5;3,5;0,0;5
10,6;3,5;0,0;5
13,2;3,9;0,0;5
3,9;5,4;0,0;7
2,0;7,0;0,0;8
1,2;8,6;0,0;10
0,9;9,0;0,0;11
0,6;12,8;0,0;15
0,5;20,1;0,0;24
0,6;16,0;0,0;19
0,5;17,5;0,0;21
0,5;15,7;0,0;19
0,5;15,3;1,0;18
1,2;14,3;0,0;17
1,6;14,4;0,0;17
5,9;9,3;0,0;11
14,4;5,6;0,0;8
13,8;4,3;0,0;6
7,9;5,3;0,0;7
0,9;3,7;0,0;5
0,6;3,5;0,0;5
0,6;3,4;0,0;5
0,6;3,5;0,0;5
0,5;3,5;0,0;5
8,6;3,5;0,0;5
7,0;3,5;0,0;5
2,2;3,7;0,0;5
3,8;6,0;0,0;7
2,1;8,4;1,0;10
1,6;9,5;0,0;11
1,6;8,6;0,0;10
0,8;10,7;0,0;13
0,6;7,7;0,0;9
0,5;8,7;0,0;10
0,5;7,0;0,0;8
0,5;5,8;0,0;8
0,5;5,3;0,0;7
0,5;3,6;0,0;5
0,5;3,2;0,0;4
0,5;3,1;0,0;4
3,9;3,3;0,0;4
3,0;3,4;0,0;5
1,4;5,2;0,0;7
0,9;3,6;0,0;5
0,5;3,2;0,0;4
0,4;3,3;0,0;5
0,6;3,3;0,0;4
0,5;3,2;0,0;4
0,7;3,2;0,0;4
0,7;3,4;1,0;5
0,6;3,3;0,0;5
0,5;3,5;0,0;5
0,5;3,4;0,0;5
0,5;4,9;0,0;7
0,5;4,8;0,0;7
0,5;4,0;0,0;5
0,5;4,3;0,0;6
0,5;3,7;0,0;5
